"measurement_no","specimen_no","record_type","n_measured","position","measurement_type","average","min","max"
"163984","81886","mea","1","","length","270","",""
"163979","81887","mea","1","","diameter","57","",""
"163985","81887","mea","1","","length","32","",""
"163980","81888","mea","1","","diameter","57","",""
"163986","81888","mea","1","","length","320","",""
"163987","81889","mea","1","","length","296","",""
"163988","81889","mea","1","","diameter","45","",""
"163989","81890","mea","1","","length","290","",""
"163990","81890","mea","1","","diameter","48","",""
"163991","81891","mea","1","","length","337","",""
"163992","81891","mea","1","","diameter","51.1","",""
"163993","81892","mea","1","","length","280","",""
"163994","81892","mea","1","","diameter","45","",""
"163995","81893","mea","1","","length","710","",""
"163996","81893","mea","1","","diameter","122","",""
"163997","81894","mea","1","","length","730","",""
"163998","81894","mea","1","","diameter","110","",""
"163999","81895","mea","1","","length","740","",""
"164000","81895","mea","1","","diameter","120","",""
"164001","81896","mea","1","","length","810","",""
"164002","81896","mea","1","","diameter","167","",""
"164003","81897","mea","1","","length","730","",""
"164004","81897","mea","1","","diameter","127","",""
"164005","81898","mea","1","","length","460","",""
"164006","81898","mea","1","","diameter","86","",""
"164007","81899","mea","1","","length","445","",""
"164008","81899","mea","1","","diameter","66","",""
"164009","81900","mea","1","","length","450","",""
"164010","81900","mea","1","","diameter","93","",""
"164011","81901","mea","1","","length","410","",""
"164012","81901","mea","1","","diameter","82","",""
"164013","81902","mea","1","","length","43","",""
"164014","81902","mea","1","","diameter","51","",""
"164015","81903","mea","1","","length","37","",""
"164016","81903","mea","1","","diameter","50","",""
"164017","81904","mea","1","","length","445","",""
"164018","81904","mea","1","","diameter","60","",""
"164019","81905","mea","1","","length","400","",""
"164020","81905","mea","1","","diameter","52","",""
"164021","81906","mea","1","","width","130","",""
"164022","81906","mea","1","","length","820","",""
"164023","81907","mea","1","","length","790","",""
"164024","81907","mea","1","","circumference","300","",""
"164025","81907","mea","1","","diameter","120","",""
"164026","81908","mea","1","","length","900","",""
"164027","81908","mea","1","","circumference","340","",""
"164028","81908","mea","1","","diameter","140","",""
"164029","81909","mea","1","","length","900","",""
"164030","81909","mea","1","","circumference","340","",""
"164031","81909","mea","1","","diameter","140","",""
"164032","81910","mea","1","","width","80","",""
"164033","81910","mea","1","","length","605","",""
"164034","81911","mea","1","","width","120","",""
"164035","81911","mea","1","","length","920","",""
"164036","81912","mea","1","","width","160","",""
"164037","81912","mea","1","","length","810","",""
"164038","81913","mea","1","","width","330","",""
"164039","81913","mea","1","","length","240","",""
"164040","81914","mea","1","","width","450","",""
"164041","81914","mea","1","","length","445","",""
"164042","81915","mea","1","","length","1430","",""
"164043","81916","mea","1","","width","120","",""
"164044","81917","mea","1","","width","100","",""
"164068","81926","mea","1","","length","1230","",""
"164120","81949","mea","1","","width","155","",""
"164121","81949","mea","1","","length","1200","",""
"164122","81950","mea","1","","width","230","",""
"164123","81950","mea","1","","length","1572","",""
"164124","81951","mea","1","","width","235","",""
"164125","81951","mea","1","","length","1575","",""
"164136","81956","mea","1","","length","542","",""
"164144","81956","mea","1","","width","123","",""
"164137","81957","mea","1","","length","186","",""
"164138","81958","mea","1","","length","524","",""
"164145","81958","mea","1","","width","86","",""
"164139","81959","mea","1","","length","372","",""
"164146","81959","mea","1","","width","71","",""
"164140","81960","mea","1","","length","365","",""
"164147","81960","mea","1","","width","46","",""
"164141","81961","mea","1","","length","657","",""
"164148","81961","mea","1","","width","111","",""
"164142","81962","mea","1","","length","466","",""
"164149","81962","mea","1","","width","51","",""
"164143","81963","mea","1","","length","500","",""
"164150","81963","mea","1","","width","40","",""
"164151","81964","mea","1","","length","870","",""
"164152","81964","mea","1","","width","460","",""
"164153","81965","mea","1","","width","460","",""
"164154","81965","mea","1","","length","330","",""
"164155","81966","mea","1","","length","346","",""
"164156","81966","mea","1","","circumference","176","",""
"164157","81967","mea","1","","length","466","",""
"164158","81967","mea","1","","circumference","179","",""
"164159","81968","mea","1","","length","525","",""
"164160","81968","mea","1","","circumference","193","",""
"164161","81969","mea","1","","length","540","",""
"164162","81969","mea","1","","circumference","195","",""
"164163","81970","mea","1","","length","222","",""
"164164","81970","mea","1","","circumference","115","",""
"164165","81971","mea","1","","length","320","",""
"164166","81971","mea","1","","circumference","122","",""
"164167","81972","mea","1","","length","346","",""
"164168","81972","mea","1","","circumference","150","",""
"164169","81973","mea","1","","length","365","",""
"164170","81973","mea","1","","circumference","136","",""
"164171","81974","mea","1","","length","372","",""
"164172","81974","mea","1","","circumference","140","",""
"164173","81975","mea","1","","length","403","",""
"164174","81975","mea","1","","circumference","183","",""
"164175","81976","mea","1","","length","432","",""
"164176","81976","mea","1","","circumference","151","",""
"164177","81977","mea","1","","length","488","",""
"164178","81977","mea","1","","circumference","194","",""
"164179","81978","mea","1","","length","914","",""
"164180","81978","mea","1","","circumference","365","",""
"164181","81979","mea","1","","length","219","",""
"164182","81979","mea","1","","circumference","95","",""
"164183","81980","mea","1","","length","337","",""
"164184","81980","mea","1","","circumference","128","",""
"164185","81981","mea","1","","length","388","",""
"164186","81981","mea","1","","circumference","100","",""
"164187","81982","mea","1","","length","384","",""
"164188","81982","mea","1","","circumference","101","",""
"164189","81983","mea","1","","length","354","",""
"164190","81983","mea","1","","circumference","105","",""
"164191","81984","mea","1","","length","323","",""
"164192","81984","mea","1","","circumference","109","",""
"164193","81985","mea","1","","length","402","",""
"164194","81985","mea","1","","circumference","134","",""
"164195","81986","mea","1","","length","450","",""
"164196","81986","mea","1","","circumference","181","",""
"164197","81987","mea","1","","length","858","",""
"164198","81987","mea","1","","circumference","260","",""
"164204","81990","mea","1","","width","290","",""
"164205","81990","mea","1","","length","1080","",""
"164206","81991","mea","1","","width","210","",""
"164207","81991","mea","1","","length","1480","",""
"164208","81992","mea","1","","width","480","",""
"164209","81992","mea","1","","length","320","",""
"164210","81993","mea","1","","width","150","",""
"164211","81993","mea","1","","length","800","",""
"165603","82474","mea","1","","length","530","",""
"165609","82477","mea","1","","length","1550","",""
"165610","82478","mea","1","","length","1350","",""
"165611","82479","mea","1","","length","1550","",""
"165649","82494","mea","1","","width","220","",""
"165650","82494","mea","1","","length","1030","",""
"165651","82495","mea","1","","length","456","",""
"166642","82925","mea","1","","length","178","",""
"166643","82926","mea","1","","length","355","",""
"166644","82927","mea","1","","length","270","",""
"166645","82928","mea","1","","length","255","",""
"166646","82929","mea","1","","length","480","",""
"166647","82930","mea","1","","length","550","",""
"166648","82931","mea","1","","length","395","",""
"166653","82934","mea","1","","length","980","",""
"166654","82934","mea","1","","width","55","",""
"166667","82941","mea","1","","width","210","",""
"166668","82941","mea","1","","length","620","",""
"166669","82942","mea","1","","width","170","",""
"166670","82942","mea","1","","length","880","",""
"166671","82943","mea","1","","width","195","",""
"166672","82943","mea","1","","length","920","",""
"166673","82944","mea","1","","width","145","",""
"166674","82944","mea","1","","length","650","",""
"166675","82945","mea","1","","width","150","",""
"166676","82945","mea","1","","length","890","",""
"166677","82946","mea","1","","width","130","",""
"166678","82946","mea","1","","length","800","",""
"166679","82947","mea","1","","width","125","",""
"166680","82947","mea","1","","length","680","",""
"166703","82959","mea","1","","width","218","",""
"166704","82959","mea","1","","length","710","",""
"166705","82960","mea","1","","length","750","",""
"166706","82961","mea","1","","width","700","",""
"166707","82961","mea","1","","length","830","",""
"166824","83020","mea","1","","width","210","",""
"166825","83020","mea","1","","length","1310","",""
"166826","83021","mea","1","","width","200","",""
"166827","83021","mea","1","","length","1300","",""
"166828","83022","mea","1","","width","115","",""
"166829","83022","mea","1","","length","735","",""
"166830","83023","mea","1","","width","66","",""
"166831","83023","mea","1","","length","735","",""
"166832","83024","mea","1","","length","1200","",""
"166833","83024","mea","1","","diameter","180","",""
"166834","83025","mea","1","","length","695","",""
"166835","83025","mea","1","","circumference","235","",""
"166836","83026","mea","1","","length","768","",""
"166837","83026","mea","1","","circumference","266","",""
"166869","83041","mea","1","","width","205","",""
"166870","83041","mea","1","","length","1310","",""
"166871","83042","mea","1","","width","225","",""
"166872","83042","mea","1","","length","1460","",""
"166873","83043","mea","1","","width","120","",""
"166874","83043","mea","1","","length","855","",""
"166875","83044","mea","1","","width","282","",""
"166876","83044","mea","1","","length","1700","",""
"166877","83045","mea","1","","width","170","",""
"166878","83045","mea","1","","length","1010","",""
"166879","83046","mea","1","","width","230","",""
"166880","83046","mea","1","","length","2000","",""
"166881","83047","mea","1","","length","1270","",""
"167671","83443","mea","1","","length","730","",""
"167672","83444","mea","1","","length","1360","",""
"167673","83445","mea","1","","length","1040","",""
"167674","83446","mea","1","","length","1800","",""
"167675","83447","mea","1","","length","1080","",""
"167682","83451","mea","1","","length","1200","",""
"167683","83452","mea","1","","width","175","",""
"167684","83452","mea","1","","length","910","",""
"167685","83452","mea","1","","diameter","363","",""
"167686","83453","mea","1","","length","1088","",""
"167687","83454","mea","1","","length","740","",""
"167688","83455","mea","1","","length","740","",""
"167689","83456","mea","1","","length","2440","",""
"167690","83457","mea","1","","length","2740","",""
"167691","83458","mea","1","","length","2700","",""
"167692","83459","mea","1","","width","220","",""
"167693","83459","mea","1","","length","1990","",""
"167694","83460","mea","1","","width","570","",""
"167695","83460","mea","1","","length","510","",""
"167696","83461","mea","1","","width","840","",""
"167697","83461","mea","1","","length","540","",""
"167698","83462","mea","1","","width","120","",""
"167699","83462","mea","1","","length","840","",""
"167700","83463","mea","1","","width","250","",""
"167701","83463","mea","1","","length","230","",""
"167702","83464","mea","1","","width","270","",""
"167703","83464","mea","1","","length","1930","",""
"167704","83465","mea","1","","width","840","",""
"167705","83465","mea","1","","length","450","",""
"167706","83466","mea","1","","width","87","",""
"167707","83466","mea","1","","length","780","",""
"167708","83467","mea","1","","width","95","",""
"167709","83467","mea","1","","length","1240","",""
"167710","83468","mea","1","","width","140","",""
"167711","83468","mea","1","","length","1300","",""
"167712","83469","mea","1","","width","120","",""
"167713","83469","mea","1","","length","1310","",""
"167714","83470","mea","1","","width","118","",""
"167715","83470","mea","1","","length","780","",""
"167716","83471","mea","1","","width","110","",""
"167717","83471","mea","1","","length","740","",""
"167718","83472","mea","1","","width","70","",""
"167719","83472","mea","1","","length","790","",""
"167720","83473","mea","1","","width","70","",""
"167721","83473","mea","1","","length","780","",""
"167722","83474","mea","1","","width","215","",""
"167723","83474","mea","1","","length","1260","",""
"167724","83475","mea","1","","width","450","",""
"167725","83475","mea","1","","length","1360","",""
"167726","83476","mea","1","","length","690","",""
"167727","83477","mea","1","","length","1973.4","",""
"167728","83477","mea","1","","circumference","565","",""
"167729","83478","mea","1","","length","1943","",""
"167730","83478","mea","1","","circumference","690","",""
"167731","83479","mea","1","","length","1244.7","",""
"167732","83480","mea","1","","length","1214.4","",""
"167733","83481","mea","1","","length","1153.7","",""
"167734","83482","mea","1","","length","1093","",""
"167745","83488","mea","1","","width","240","",""
"167746","83488","mea","1","","length","1245","",""
"167747","83489","mea","1","","width","250","",""
"167748","83489","mea","1","","length","1370","",""
"167749","83490","mea","1","","length","445","",""
"167750","83491","mea","1","","width","492","",""
"167751","83492","mea","1","","length","1260","",""
"167752","83492","mea","1","","circumference","594","",""
"167753","83493","mea","1","","length","1236","",""
"167754","83493","mea","1","","circumference","575","",""
"167755","83494","mea","1","","length","930","",""
"167756","83494","mea","1","","circumference","346","",""
"167757","83495","mea","1","","length","1615","",""
"167758","83495","mea","1","","circumference","683","",""
"167759","83496","mea","1","","length","945","",""
"167760","83496","mea","1","","circumference","300","",""
"167761","83497","mea","1","","length","945","",""
"167762","83497","mea","1","","circumference","300","",""
"167777","83505","mea","1","","width","170","",""
"167778","83505","mea","1","","length","1300","",""
"167779","83506","mea","1","","width","390","",""
"167780","83506","mea","1","","length","300","",""
"167781","83507","mea","1","","length","920","",""
"167782","83508","mea","1","","length","600","",""
"167783","83509","mea","1","","length","560","",""
"167784","83510","mea","1","","length","1200","",""
"167785","83511","mea","1","","length","740","",""
"167786","83512","mea","1","","length","770","",""
"167793","83516","mea","1","","length","1430","",""
"167798","83516","mea","1","","width","265","",""
"167794","83517","mea","1","","width","125","",""
"167795","83517","mea","1","","length","810","",""
"167796","83518","mea","1","","width","126","",""
"167797","83518","mea","1","","length","785","",""
"167851","83545","mea","1","","width","135","",""
"167852","83545","mea","1","","length","1080","",""
"167853","83546","mea","1","","width","164.2","",""
"167854","83546","mea","1","","length","1072","",""
"167855","83547","mea","1","","width","388.1","",""
"167856","83547","mea","1","","length","317.7","",""
"167857","83548","mea","1","","length","1250","",""
"167858","83549","mea","1","","length","760","",""
"167859","83550","mea","1","","length","860","",""
"168071","83650","mea","1","","length","750","",""
"168072","83651","mea","1","","length","450","",""
"168073","83652","mea","1","","length","1220","",""
"168074","83653","mea","1","","length","780","",""
"168075","83654","mea","1","","length","860","",""
"168076","83655","mea","1","","length","880","",""
"168077","83656","mea","1","","length","830","",""
"168078","83657","mea","1","","length","545","",""
"168079","83658","mea","1","","length","705","",""
"168080","83659","mea","1","","length","665","",""
"168081","83660","mea","1","","length","990","",""
"168082","83661","mea","1","","length","590","",""
"168083","83662","mea","1","","length","1275","",""
"168084","83663","mea","1","","length","666","",""
"168085","83664","mea","1","","length","1745","",""
"168086","83665","mea","1","","length","912","",""
"168087","83666","mea","1","","length","1836","",""
"168088","83667","mea","1","","length","1130","",""
"168089","83668","mea","1","","length","1440","",""
"168090","83669","mea","1","","length","1064","",""
"168091","83670","mea","1","","length","1598","",""
"168092","83671","mea","1","","length","1001","",""
"168093","83672","mea","1","","length","1150","",""
"168094","83673","mea","1","","length","690","",""
"168095","83674","mea","1","","length","1417","",""
"168096","83675","mea","1","","length","850","",""
"168097","83676","mea","1","","width","150","",""
"168098","83676","mea","1","","length","960","",""
"168099","83677","mea","1","","width","200","",""
"168100","83677","mea","1","","length","1420","",""
"168101","83678","mea","1","","width","110","",""
"168102","83678","mea","1","","length","940","",""
"168103","83679","mea","1","","width","140","",""
"168104","83679","mea","1","","length","950","",""
"168105","83680","mea","1","","width","80","",""
"168106","83680","mea","1","","length","710","",""
"168107","83681","mea","1","","width","190","",""
"168108","83681","mea","1","","length","1340","",""
"168109","83682","mea","1","","width","130","",""
"168110","83682","mea","1","","length","860","",""
"168164","83702","mea","1","","width","140","",""
"168165","83702","mea","1","","length","320","",""
"168166","83703","mea","1","","width","280","",""
"168167","83703","mea","1","","length","1100","",""
"168168","83704","mea","1","","width","533","",""
"168169","83704","mea","1","","length","366","",""
"168170","83705","mea","1","","length","376","",""
"168643","83947","mea","1","","width","91","",""
"168644","83947","mea","1","","length","681","",""
"168645","83948","mea","1","","width","42","",""
"168646","83948","mea","1","","length","305","",""
"168647","83949","mea","1","","width","36","",""
"168648","83949","mea","1","","length","283","",""
"168649","83950","mea","1","","width","33","",""
"168650","83950","mea","1","","length","234","",""
"168651","83951","mea","1","","width","36","",""
"168652","83952","mea","1","","width","11.8","",""
"168653","83953","mea","1","","length","175","",""
"168654","83954","mea","1","","length","680","",""
"168655","83955","mea","1","","diameter","150","",""
"168656","83956","mea","1","","length","760","",""
"168657","83957","mea","1","","width","70","",""
"168658","83957","mea","1","","length","540","",""
"168659","83958","mea","1","","width","70","",""
"168660","83958","mea","1","","length","542","",""
"168661","83959","mea","1","","width","60","",""
"168662","83959","mea","1","","length","535","",""
"168663","83960","mea","1","","width","45","",""
"168664","83960","mea","1","","length","360","",""
"168665","83961","mea","1","","width","80","",""
"168666","83961","mea","1","","length","630","",""
"168667","83962","mea","1","","width","80","",""
"168668","83962","mea","1","","length","525","",""
"168669","83963","mea","1","","width","51","",""
"168670","83963","mea","1","","length","490","",""
"168674","83965","mea","1","","width","50","",""
"168675","83965","mea","1","","length","410","",""
"168676","83966","mea","1","","width","35","",""
"168677","83966","mea","1","","length","300","",""
"168678","83967","mea","1","","width","42","",""
"168699","83977","mea","1","","length","405","",""
"168710","83983","mea","1","","width","5","",""
"168711","83983","mea","1","","length","46.5","",""
"168743","83997","mea","1","","width","24","",""
"168744","83998","mea","1","","width","20","",""
"168745","83998","mea","1","","length","173","",""
"168746","83999","mea","1","","width","19","",""
"168747","84000","mea","1","","length","175","",""
"168748","84001","mea","1","","width","12","",""
"168749","84001","mea","1","","length","150","",""
"168750","84002","mea","1","","width","9","",""
"168751","84002","mea","1","","length","92","",""
"168752","84003","mea","1","","width","12","",""
"168753","84003","mea","1","","length","86","",""
"168754","84004","mea","1","","width","22","",""
"168755","84004","mea","1","","length","222","",""
"168756","84005","mea","1","","width","22","",""
"168757","84005","mea","1","","length","230","",""
"168758","84006","mea","1","","length","216","",""
"168759","84007","mea","1","","width","10","",""
"168760","84007","mea","1","","length","218","",""
"169028","84143","mea","1","","length","145","",""
"169029","84144","mea","1","","length","92","",""
"169030","84145","mea","1","","length","270","",""
"169618","84413","mea","1","","length","620","",""
"169651","84430","mea","1","","length","102","",""
"169652","84431","mea","1","","width","14.4","",""
"169653","84431","mea","1","","length","219","",""
"169654","84432","mea","1","","width","19.8","",""
"169655","84432","mea","1","","length","258","",""
"169656","84433","mea","1","","width","8.8","",""
"169657","84433","mea","1","","length","239","",""
"169666","84438","mea","1","","length","90","",""
"169667","84439","mea","1","","length","86","",""
"169668","84440","mea","1","","length","60","",""
"169669","84441","mea","1","","length","95","",""
"169670","84442","mea","1","","length","110","",""
"169671","84443","mea","1","","length","150","",""
"169672","84444","mea","1","","length","35","",""
"169673","84445","mea","1","","length","425","",""
"169674","84446","mea","1","","length","290","",""
"169675","84447","mea","1","","length","224","",""
"169676","84448","mea","1","","length","167","",""
"169677","84449","mea","1","","width","117","",""
"169678","84450","mea","1","","length","97","",""
"169679","84451","mea","1","","length","222","",""
"169680","84452","mea","1","","length","152","",""
"169681","84453","mea","1","","length","197","",""
"169682","84454","mea","1","","length","145","",""
"169683","84455","mea","1","","length","140","",""
"169684","84456","mea","1","","length","97.5","",""
"169685","84457","mea","1","","length","140","",""
"169686","84458","mea","1","","length","140","",""
"172193","85591","mea","1","","length","600","",""
"172209","85599","mea","1","","width","450","",""
"172210","85599","mea","1","","length","460","",""
"172240","85614","mea","1","","width","90","",""
"172241","85614","mea","1","","length","440","",""
"172242","85615","mea","1","","width","100","",""
"172243","85615","mea","1","","length","200","",""
"172244","85616","mea","1","","length","240","",""
"172245","85617","mea","1","","length","343","",""
"172252","85621","mea","1","","length","430","",""
"172253","85622","mea","1","","length","380","",""
"172254","85623","mea","1","","length","600","",""
"172255","85624","mea","1","","length","550","",""
"172256","85625","mea","1","","width","53","",""
"172257","85625","mea","1","","length","300","",""
"172258","85626","mea","1","","width","60","",""
"172259","85626","mea","1","","length","320","",""
"172260","85627","mea","1","","width","33","",""
"172261","85627","mea","1","","length","215","",""
"172262","85628","mea","1","","width","43","",""
"172263","85628","mea","1","","length","220","",""
"172264","85629","mea","1","","width","37","",""
"172265","85629","mea","1","","length","188","",""
"172266","85630","mea","1","","width","33","",""
"172267","85630","mea","1","","length","171","",""
"172268","85631","mea","1","","length","525","",""
"172269","85631","mea","1","","diameter","80","",""
"172270","85632","mea","1","","length","240","",""
"172271","85632","mea","1","","diameter","70","",""
"172272","85633","mea","1","","length","210","",""
"172273","85633","mea","1","","diameter","30","",""
"172281","85637","mea","1","","width","280","",""
"172282","85637","mea","1","","length","280","",""
"172283","85638","mea","1","","width","200","",""
"172284","85638","mea","1","","length","590","",""
"172285","85639","mea","1","","width","140","",""
"172286","85639","mea","1","","length","300","",""
"172287","85640","mea","1","","width","210","",""
"172288","85640","mea","1","","length","470","",""
"172289","85641","mea","1","","width","140","",""
"172290","85641","mea","1","","length","320","",""
"172291","85642","mea","1","","width","150","",""
"172292","85642","mea","1","","length","240","",""
"172347","85670","mea","1","","width","182","",""
"172348","85670","mea","1","","length","455","",""
"172355","85674","mea","1","","length","185","",""
"172356","85675","mea","1","","length","185","",""
"172357","85676","mea","1","","length","180","",""
"172358","85677","mea","1","","length","220","",""
"172359","85678","mea","1","","length","420","",""
"172360","85679","mea","1","","length","490","",""
"172371","85685","mea","1","","length","193","",""
"172372","85686","mea","1","","length","138","",""
"172373","85687","mea","1","","length","380","",""
"172374","85688","mea","1","","length","270","",""
"172375","85689","mea","1","","width","34","",""
"172376","85689","mea","1","","length","45","",""
"172377","85690","mea","1","","width","355","",""
"172378","85690","mea","1","","length","560","",""
"172379","85691","mea","1","","length","530","",""
"172380","85692","mea","1","","length","545","",""
"172381","85693","mea","1","","length","345","",""
"172382","85694","mea","1","","length","420","",""
"172383","85695","mea","1","","length","410","",""
"172384","85696","mea","1","","length","380","",""
"172385","85697","mea","1","","length","385","",""
"172386","85698","mea","1","","length","485","",""
"172387","85699","mea","1","","width","200","",""
"172388","85699","mea","1","","length","250","",""
"172392","85702","mea","1","","width","253","",""
"172393","85702","mea","1","","length","332","",""
"172394","85703","mea","1","","length","400","",""
"173290","86109","mea","1","","width","90","",""
"173291","86109","mea","1","","length","205","",""
"173292","86110","mea","1","","width","85","",""
"173293","86110","mea","1","","length","310","",""
"173294","86111","mea","1","","width","90","",""
"173295","86111","mea","1","","length","270","",""
"173296","86112","mea","1","","length","185","",""
"173297","86113","mea","1","","length","190","",""
"173298","86114","mea","1","","length","195","",""
"173299","86115","mea","1","","length","155","",""
"173300","86116","mea","1","","length","160","",""
"173301","86117","mea","1","","length","265","",""
"173302","86118","mea","1","","length","180","",""
"173312","86123","mea","1","","length","265","",""
"173313","86124","mea","1","","length","255","",""
"173314","86125","mea","1","","length","210","",""
"173315","86126","mea","1","","length","150","",""
"173316","86127","mea","1","","length","120","",""
"173329","86133","mea","1","","length","525","",""
"173330","86133","mea","1","","diameter","80","",""
"173331","86134","mea","1","","length","240","",""
"173332","86134","mea","1","","diameter","70","",""
"173333","86135","mea","1","","length","210","",""
"173334","86135","mea","1","","diameter","30","",""
"173423","86179","mea","1","","length","313.5","",""
"173424","86180","mea","1","","length","324.7","",""
"173425","86181","mea","1","","length","331.5","",""
"173426","86182","mea","1","","length","332","",""
"173427","86183","mea","1","","length","341.5","",""
"173428","86184","mea","1","","length","352.7","",""
"173429","86185","mea","1","","length","364.4","",""
"173430","86186","mea","1","","length","373","",""
"173431","86187","mea","1","","length","374.6","",""
"173432","86188","mea","1","","length","378.4","",""
"173433","86189","mea","1","","length","378.6","",""
"173434","86190","mea","1","","length","380.8","",""
"173435","86191","mea","1","","length","389","",""
"173436","86192","mea","1","","length","446.9","",""
"173437","86193","mea","1","","length","453.6","",""
"173438","86194","mea","1","","length","460.8","",""
"173439","86195","mea","1","","length","488.9","",""
"173440","86196","mea","1","","length","520","",""
"173441","86197","mea","1","","length","536.3","",""
"173442","86198","mea","1","","length","541.2","",""
"173443","86199","mea","1","","length","588.2","",""
"173444","86200","mea","1","","length","596.7","",""
"173445","86201","mea","1","","length","600.4","",""
"173446","86202","mea","1","","length","611.9","",""
"173447","86203","mea","1","","length","614.4","",""
"173448","86204","mea","1","","length","614.6","",""
"173449","86205","mea","1","","length","616","",""
"173450","86206","mea","1","","length","620.4","",""
"173451","86207","mea","1","","length","624.9","",""
"173452","86208","mea","1","","length","626.3","",""
"173453","86209","mea","1","","length","626.3","",""
"173454","86210","mea","1","","length","631.9","",""
"173455","86211","mea","1","","length","639.5","",""
"173456","86212","mea","1","","length","644.3","",""
"173457","86213","mea","1","","length","649.4","",""
"173458","86214","mea","1","","length","653.6","",""
"173459","86215","mea","1","","length","673","",""
"173460","86216","mea","1","","length","791.5","",""
"174102","86493","mea","1","","length","60","",""
"174103","86493","mea","1","","diameter","7","",""
"174104","86494","mea","1","","length","55","",""
"174105","86494","mea","1","","diameter","10","",""
"174106","86495","mea","1","","length","122","",""
"174107","86495","mea","1","","diameter","13","",""
"174220","86540","mea","1","","length","75","",""
"174221","86541","mea","1","","length","230","",""
"174222","86542","mea","1","","length","204","",""
"174223","86543","mea","1","","length","101","",""
"174224","86544","mea","1","","length","202","",""
"174225","86545","mea","1","","length","190","",""
"174226","86546","mea","1","","length","63","",""
"174227","86547","mea","1","","length","190","",""
"174228","86548","mea","1","","length","107","",""
"174229","86549","mea","1","","length","146","",""
"174230","86550","mea","1","","length","152","",""
"174231","86551","mea","1","","length","152","",""
"174232","86552","mea","1","","length","470","",""
"174233","86553","mea","1","","length","360","",""
"174234","86554","mea","1","","length","225","",""
"174235","86555","mea","1","","length","512","",""
"174236","86556","mea","1","","length","402","",""
"174237","86557","mea","1","","length","395","",""
"174238","86558","mea","1","","length","362","",""
"174239","86559","mea","1","","length","370","",""
"174240","86560","mea","1","","length","156","",""
"174241","86561","mea","1","","length","144","",""
"174242","86562","mea","1","","length","102","",""
"174243","86563","mea","1","","length","68","",""
"174244","86564","mea","1","","length","105","",""
"174245","86565","mea","1","","length","112","",""
"174246","86566","mea","1","","length","120","",""
"174247","86567","mea","1","","length","83","",""
"174248","86568","mea","1","","length","210","",""
"174249","86569","mea","1","","length","158","",""
"174250","86570","mea","1","","length","323","",""
"174251","86571","mea","1","","length","268","",""
"174252","86572","mea","1","","length","205","",""
"174253","86573","mea","1","","length","204","",""
"174254","86574","mea","1","","length","190","",""
"174255","86575","mea","1","","length","149","",""
"174256","86576","mea","1","","length","128","",""
"174257","86577","mea","1","","length","120","",""
"174258","86578","mea","1","","length","118","",""
"174259","86579","mea","1","","length","155","",""
"174260","86580","mea","1","","length","17","",""
"174261","86580","mea","1","","diameter","1.5","",""
"174262","86581","mea","1","","length","75","",""
"174263","86581","mea","1","","diameter","9","",""
"174264","86582","mea","1","","diameter","17","",""
"174265","86583","mea","1","","length","90","",""
"174266","86583","mea","1","","diameter","6","",""
"174267","86584","mea","1","","length","120","",""
"174268","86584","mea","1","","diameter","9","",""
"174269","86585","mea","1","","length","140","",""
"174270","86585","mea","1","","diameter","11","",""
"174271","86586","mea","1","","length","195","",""
"174272","86586","mea","1","","diameter","16","",""
"174273","86587","mea","1","","length","83","",""
"174274","86588","mea","1","","length","138","",""
"174279","86590","mea","1","","length","91","",""
"174280","86591","mea","1","","length","52","",""
"174281","86592","mea","1","","length","86","",""
"174282","86593","mea","1","","length","66","",""
"174283","86594","mea","1","","length","131","",""
"174284","86595","mea","1","","length","155","",""
"174285","86596","mea","1","","length","93","",""
"177065","87657","mea","1","","width","38","",""
"177066","87657","mea","1","","length","208","",""
"177067","87658","mea","1","","width","43","",""
"177068","87658","mea","1","","length","197","",""
"177069","87659","mea","1","","width","94","",""
"177070","87659","mea","1","","length","79","",""
"177071","87660","mea","1","","length","63","",""
"177072","87661","mea","1","","length","90","",""
"177073","87662","mea","1","","length","107","",""
"177074","87663","mea","1","","length","176","",""
"177075","87664","mea","1","","length","157","",""
"177076","87665","mea","1","","length","254","",""
"177077","87666","mea","1","","length","455","",""
"177078","87667","mea","1","","length","323","",""
"177079","87668","mea","1","","length","630","",""
"177080","87669","mea","1","","width","111","",""
"177081","87670","mea","1","","length","230","",""
"177082","87671","mea","1","","length","520","",""
"177083","87671","mea","1","","circumference","210","",""
"177084","87672","mea","1","","length","445","",""
"177085","87672","mea","1","","circumference","200","",""
"177086","87673","mea","1","","length","445","",""
"177087","87674","mea","1","","length","480","",""
"177119","87686","mea","1","","width","90","",""
"177120","87686","mea","1","","length","610","",""
"177121","87687","mea","1","","width","85","",""
"177122","87687","mea","1","","length","600","",""
"177123","87688","mea","1","","width","160","",""
"177124","87688","mea","1","","length","1200","",""
"177125","87689","mea","1","","width","170","",""
"177126","87689","mea","1","","length","1200","",""
"177127","87690","mea","1","","width","50","",""
"177128","87690","mea","1","","length","440","",""
"177129","87691","mea","1","","width","50","",""
"177130","87691","mea","1","","length","430","",""
"177131","87692","mea","1","","length","345","",""
"177132","87693","mea","1","","width","107","",""
"177133","87693","mea","1","","length","760","",""
"177134","87694","mea","1","","width","107","",""
"177135","87695","mea","1","","width","75","",""
"177136","87695","mea","1","","length","710","",""
"177140","87697","mea","1","","width","75","",""
"177141","87697","mea","1","","length","660","",""
